qid,name,place_hint,wikipedia_url,sublists
Q7588602,St. John's Cemetery (Dubuque),Iowa,https://en.wikipedia.org/wiki/St._John's_Cemetery_(Dubuque),List of cemeteries in Iowa
Q7073807,Oakdale Memorial Gardens,Iowa,https://en.wikipedia.org/wiki/Oakdale_Memorial_Gardens,List of cemeteries in Iowa
Q8509931,"Mount Calvary Cemetery (Davenport, Iowa)",Iowa,https://en.wikipedia.org/wiki/Mount_Calvary_Cemetery_(Davenport%2C_Iowa),List of cemeteries in Iowa
Q7195200,"Pine Hill Cemetery (Davenport, Iowa)",Iowa,https://en.wikipedia.org/wiki/Pine_Hill_Cemetery_(Davenport%2C_Iowa),List of cemeteries in Iowa
Q5096952,Chief Wapello's Memorial Park,Iowa,https://en.wikipedia.org/wiki/Chief_Wapello's_Memorial_Park,List of cemeteries in Iowa
Q7110014,Ottumwa Cemetery,Iowa,https://en.wikipedia.org/wiki/Ottumwa_Cemetery,List of cemeteries in Iowa
Q7073977,"Oakland Cemetery (Fort Dodge, Iowa)",Iowa,https://en.wikipedia.org/wiki/Oakland_Cemetery_(Fort_Dodge%2C_Iowa),List of cemeteries in Iowa
Q7237821,Prairie Center Methodist Episcopal Church and Pleasant Hill Cemetery,Iowa,https://en.wikipedia.org/wiki/Prairie_Center_Methodist_Episcopal_Church_and_Pleasant_Hill_Cemetery,List of cemeteries in Iowa
Q7203813,Pleasant Grove Community Church and Cemetery,Iowa,https://en.wikipedia.org/wiki/Pleasant_Grove_Community_Church_and_Cemetery,List of cemeteries in Iowa
Q24062004,Kent Union Chapel and Cemetery,Iowa,https://en.wikipedia.org/wiki/Kent_Union_Chapel_and_Cemetery,List of cemeteries in Iowa
Q24062112,Spring Creek Friends Cemetery,Iowa,https://en.wikipedia.org/wiki/Spring_Creek_Friends_Cemetery,List of cemeteries in Iowa
Q28125095,Anamosa State Penitentiary Cemetery,Iowa,https://en.wikipedia.org/wiki/Anamosa_State_Penitentiary_Cemetery,List of cemeteries in Iowa
Q30607928,"Woodland Cemetery (Des Moines, Iowa)",Iowa,https://en.wikipedia.org/wiki/Woodland_Cemetery_(Des_Moines%2C_Iowa),List of cemeteries in Iowa
Q39078729,"Walnut Hill Cemetery (Council Bluffs, Iowa)",Iowa,https://en.wikipedia.org/wiki/Walnut_Hill_Cemetery_(Council_Bluffs%2C_Iowa),List of cemeteries in Iowa
Q48840559,Cottage Hill Methodist–Episcopal Cemetery,Iowa,https://en.wikipedia.org/wiki/Cottage_Hill_Methodist%E2%80%93Episcopal_Cemetery,List of cemeteries in Iowa
Q48840571,Concord Congregational Cemetery,Iowa,https://en.wikipedia.org/wiki/Concord_Congregational_Cemetery,List of cemeteries in Iowa
Q45024424,Chariton Cemetery,Iowa,https://en.wikipedia.org/wiki/Chariton_Cemetery,List of cemeteries in Iowa
Q55610776,Elmwood-St. Joseph Municipal Cemetery,Iowa,https://en.wikipedia.org/wiki/Elmwood-St._Joseph_Municipal_Cemetery,List of cemeteries in Iowa
Q85810652,"Tri-City Jewish Cemetery (Davenport, Iowa)",Iowa|Jewish cemeteries in the United States,https://en.wikipedia.org/wiki/Tri-City_Jewish_Cemetery_(Davenport%2C_Iowa),List of cemeteries in Iowa|List of Jewish cemeteries in the United States
Q106238311,South Jordan Cemetery,Iowa|African American cemeteries,https://en.wikipedia.org/wiki/South_Jordan_Cemetery,List of cemeteries in Iowa|List of African American cemeteries
Q111169917,Carroll City–Mount Olivet Cemetery,Iowa,https://en.wikipedia.org/wiki/Carroll_City%E2%80%93Mount_Olivet_Cemetery,List of cemeteries in Iowa
Q105069231,"Aspen Grove Cemetery (Burlington, Iowa)",Iowa,https://en.wikipedia.org/wiki/Aspen_Grove_Cemetery_(Burlington%2C_Iowa),List of cemeteries in Iowa
Q6537846,Lexington National Cemetery,Kentucky,https://en.wikipedia.org/wiki/Lexington_National_Cemetery,List of cemeteries in Kentucky
Q6552306,Linden Grove Cemetery,Kentucky,https://en.wikipedia.org/wiki/Linden_Grove_Cemetery,List of cemeteries in Kentucky
Q5417191,"Evergreen Cemetery (Southgate, Kentucky)",Kentucky,https://en.wikipedia.org/wiki/Evergreen_Cemetery_(Southgate%2C_Kentucky),List of cemeteries in Kentucky
Q5383286,"Episcopal Burying Ground and Chapel (Lexington, Kentucky)",Kentucky,https://en.wikipedia.org/wiki/Episcopal_Burying_Ground_and_Chapel_(Lexington%2C_Kentucky),List of cemeteries in Kentucky
Q5469021,"Forest Lawn Memorial Park (Erlanger, Kentucky)",Kentucky,https://en.wikipedia.org/wiki/Forest_Lawn_Memorial_Park_(Erlanger%2C_Kentucky),List of cemeteries in Kentucky
Q6077117,Isaac Shelby Cemetery State Historic Site,Kentucky,https://en.wikipedia.org/wiki/Isaac_Shelby_Cemetery_State_Historic_Site,List of cemeteries in Kentucky
Q5546973,"Georgetown Cemetery (Georgetown, Kentucky)",Kentucky,https://en.wikipedia.org/wiki/Georgetown_Cemetery_(Georgetown%2C_Kentucky),List of cemeteries in Kentucky
Q1534200,Pewee Valley Confederate Cemetery,Kentucky,https://en.wikipedia.org/wiki/Pewee_Valley_Confederate_Cemetery,List of cemeteries in Kentucky
Q7137263,Paris Cemetery,Kentucky,https://en.wikipedia.org/wiki/Paris_Cemetery,List of cemeteries in Kentucky
Q180624,"African Cemetery No. 2 (Lexington, Kentucky)",Kentucky|African American cemeteries,https://en.wikipedia.org/wiki/African_Cemetery_No._2_(Lexington%2C_Kentucky),List of cemeteries in Kentucky|List of African American cemeteries
Q8509198,"Mother of God Cemetery, Covington, Kentucky",Kentucky,https://en.wikipedia.org/wiki/Mother_of_God_Cemetery%2C_Covington%2C_Kentucky,List of cemeteries in Kentucky
Q5363911,Elizaville Cemetery,Kentucky,https://en.wikipedia.org/wiki/Elizaville_Cemetery,List of cemeteries in Kentucky
Q7588766,St. John's Lutheran Cemetery,Kentucky,https://en.wikipedia.org/wiki/St._John's_Lutheran_Cemetery,List of cemeteries in Kentucky
Q7589271,"St. Joseph Catholic Church (Camp Springs, Kentucky)",Kentucky,https://en.wikipedia.org/wiki/St._Joseph_Catholic_Church_(Camp_Springs%2C_Kentucky),List of cemeteries in Kentucky
Q5582963,Good Spring Baptist Church and Cemetery,Kentucky,https://en.wikipedia.org/wiki/Good_Spring_Baptist_Church_and_Cemetery,List of cemeteries in Kentucky
Q6276208,Joppa Baptist Church and Cemetery,Kentucky,https://en.wikipedia.org/wiki/Joppa_Baptist_Church_and_Cemetery,List of cemeteries in Kentucky
Q6745857,Mammoth Cave Baptist Church and Cemetery,Kentucky,https://en.wikipedia.org/wiki/Mammoth_Cave_Baptist_Church_and_Cemetery,List of cemeteries in Kentucky
Q4805228,Ashland Cemetery (Kentucky),Kentucky,https://en.wikipedia.org/wiki/Ashland_Cemetery_(Kentucky),List of cemeteries in Kentucky
Q6673208,Long Run Baptist Church and Cemetery,Kentucky,https://en.wikipedia.org/wiki/Long_Run_Baptist_Church_and_Cemetery,List of cemeteries in Kentucky
Q18158868,Tompkinsville National Cemetery,Kentucky,https://en.wikipedia.org/wiki/Tompkinsville_National_Cemetery,List of cemeteries in Kentucky
Q22059259,Rosehill Elmwood Cemetery,Kentucky,https://en.wikipedia.org/wiki/Rosehill_Elmwood_Cemetery,List of cemeteries in Kentucky
Q22059252,"Machpelah Cemetery (Mount Sterling, Kentucky)",Kentucky,https://en.wikipedia.org/wiki/Machpelah_Cemetery_(Mount_Sterling%2C_Kentucky),List of cemeteries in Kentucky
Q25206147,Eastern Cemetery (Louisville),Kentucky,https://en.wikipedia.org/wiki/Eastern_Cemetery_(Louisville),List of cemeteries in Kentucky
Q55012873,Lancaster Cemetery,Kentucky,https://en.wikipedia.org/wiki/Lancaster_Cemetery,List of cemeteries in Kentucky
Q20792432,Mount Kenton Cemetery,Kentucky,https://en.wikipedia.org/wiki/Mount_Kenton_Cemetery,List of cemeteries in Kentucky
Q111041274,"Bellevue Cemetery (Danville, Kentucky)",Kentucky,https://en.wikipedia.org/wiki/Bellevue_Cemetery_(Danville%2C_Kentucky),List of cemeteries in Kentucky
Q6175376,Jefferson Barracks National Cemetery,Missouri,https://en.wikipedia.org/wiki/Jefferson_Barracks_National_Cemetery,List of cemeteries in Missouri
Q7581012,Springfield National Cemetery,Missouri,https://en.wikipedia.org/wiki/Springfield_National_Cemetery,List of cemeteries in Missouri
Q6175398,Jefferson City National Cemetery,Missouri,https://en.wikipedia.org/wiki/Jefferson_City_National_Cemetery,List of cemeteries in Missouri
Q5159687,Confederate Memorial State Historic Site,Missouri,https://en.wikipedia.org/wiki/Confederate_Memorial_State_Historic_Site,List of cemeteries in Missouri
Q6922248,Mount Mora Cemetery,Missouri,https://en.wikipedia.org/wiki/Mount_Mora_Cemetery,List of cemeteries in Missouri
Q6512826,Lee's Summit Historical Cemetery,Missouri,https://en.wikipedia.org/wiki/Lee's_Summit_Historical_Cemetery,List of cemeteries in Missouri
Q7084388,Old Lorimier Cemetery,Missouri,https://en.wikipedia.org/wiki/Old_Lorimier_Cemetery,List of cemeteries in Missouri
Q7421080,Sappington Cemetery State Historic Site,Missouri|African American cemeteries,https://en.wikipedia.org/wiki/Sappington_Cemetery_State_Historic_Site,List of cemeteries in Missouri|List of African American cemeteries
Q7605160,Ste. Genevieve Memorial Cemetery,Missouri,https://en.wikipedia.org/wiki/Ste._Genevieve_Memorial_Cemetery,List of cemeteries in Missouri
Q5903264,Horine Cemetery,Missouri,https://en.wikipedia.org/wiki/Horine_Cemetery,List of cemeteries in Missouri
Q14704463,New Mount Sinai Cemetery,Missouri|Jewish cemeteries in the United States,https://en.wikipedia.org/wiki/New_Mount_Sinai_Cemetery,List of cemeteries in Missouri|List of Jewish cemeteries in the United States
Q14704459,New Hope Primitive Baptist Church,Missouri,https://en.wikipedia.org/wiki/New_Hope_Primitive_Baptist_Church,List of cemeteries in Missouri
Q5604265,Greenlawn Methodist Church and Cemetery,Missouri,https://en.wikipedia.org/wiki/Greenlawn_Methodist_Church_and_Cemetery,List of cemeteries in Missouri
Q28007831,Aker Cemetery,Missouri,https://en.wikipedia.org/wiki/Aker_Cemetery,List of cemeteries in Missouri
Q28007832,Mt. Memorial Cemetery,Missouri,https://en.wikipedia.org/wiki/Mt._Memorial_Cemetery,List of cemeteries in Missouri
Q28153312,Berry Cemetery,Missouri|African American cemeteries,https://en.wikipedia.org/wiki/Berry_Cemetery,List of cemeteries in Missouri|List of African American cemeteries
Q28368879,Cave Spring School and Cave Spring Cemetery,Missouri,https://en.wikipedia.org/wiki/Cave_Spring_School_and_Cave_Spring_Cemetery,List of cemeteries in Missouri
Q28834424,Farmington State Hospital No. 4 Cemetery,Missouri,https://en.wikipedia.org/wiki/Farmington_State_Hospital_No._4_Cemetery,List of cemeteries in Missouri
Q28871283,Chesed Shel Emeth Cemetery,Missouri|Jewish cemeteries in the United States,https://en.wikipedia.org/wiki/Chesed_Shel_Emeth_Cemetery,List of cemeteries in Missouri|List of Jewish cemeteries in the United States
Q29640557,Henry Cemetery,Missouri,https://en.wikipedia.org/wiki/Henry_Cemetery,List of cemeteries in Missouri
Q104834412,Sacred Heart Cemetery,Missouri,https://en.wikipedia.org/wiki/Sacred_Heart_Cemetery,List of cemeteries in Missouri
Q117657913,Cape County Memorial Park Cemetery,Missouri,https://en.wikipedia.org/wiki/Cape_County_Memorial_Park_Cemetery,List of cemeteries in Missouri
Q7813241,Togus National Cemetery,Maine,https://en.wikipedia.org/wiki/Togus_National_Cemetery,List of cemeteries in Maine
Q5330050,Eastern Cemetery,Maine,https://en.wikipedia.org/wiki/Eastern_Cemetery,List of cemeteries in Maine
Q16941369,Kent Burying Ground,Maine,https://en.wikipedia.org/wiki/Kent_Burying_Ground,List of cemeteries in Maine
Q8025088,Wing Family Cemetery,Maine,https://en.wikipedia.org/wiki/Wing_Family_Cemetery,List of cemeteries in Maine
Q5551063,German Church and Cemetery,Maine,https://en.wikipedia.org/wiki/German_Church_and_Cemetery,List of cemeteries in Maine
Q5452453,First Baptist Church of Bowdoin and Coombs Cemetery,Maine,https://en.wikipedia.org/wiki/First_Baptist_Church_of_Bowdoin_and_Coombs_Cemetery,List of cemeteries in Maine
Q7987702,"Western Cemetery (Portland, Maine)",Maine,https://en.wikipedia.org/wiki/Western_Cemetery_(Portland%2C_Maine),List of cemeteries in Maine
Q5468819,Forest City Cemetery,Maine,https://en.wikipedia.org/wiki/Forest_City_Cemetery,List of cemeteries in Maine
Q7591316,"St. Peter's Cemetery (Lewiston, Maine)",Maine,https://en.wikipedia.org/wiki/St._Peter's_Cemetery_(Lewiston%2C_Maine),List of cemeteries in Maine
Q7338439,"Riverside Cemetery (Lewiston, Maine)",Maine,https://en.wikipedia.org/wiki/Riverside_Cemetery_(Lewiston%2C_Maine),List of cemeteries in Maine
Q19461671,"Fairmount Cemetery (Presque Isle, Maine)",Maine,https://en.wikipedia.org/wiki/Fairmount_Cemetery_(Presque_Isle%2C_Maine),List of cemeteries in Maine
Q18749105,"Mount Pleasant Cemetery (Bangor, Maine)",Maine,https://en.wikipedia.org/wiki/Mount_Pleasant_Cemetery_(Bangor%2C_Maine),List of cemeteries in Maine
Q65068038,Mann Cemetery,Maine,https://en.wikipedia.org/wiki/Mann_Cemetery,List of cemeteries in Maine
Q86756369,Acadia National Cemetery,Maine,https://en.wikipedia.org/wiki/Acadia_National_Cemetery,List of cemeteries in Maine
Q96374301,"Calvary Cemetery (South Portland, Maine)",Maine,https://en.wikipedia.org/wiki/Calvary_Cemetery_(South_Portland%2C_Maine),List of cemeteries in Maine
Q96415501,"Woodlawn Cemetery (Westbrook, Maine)",Maine,https://en.wikipedia.org/wiki/Woodlawn_Cemetery_(Westbrook%2C_Maine),List of cemeteries in Maine
Q96397054,"Oak Grove Cemetery (Bath, Maine)",Maine,https://en.wikipedia.org/wiki/Oak_Grove_Cemetery_(Bath%2C_Maine),List of cemeteries in Maine
Q97356352,Grand Trunk Cemetery,Maine,https://en.wikipedia.org/wiki/Grand_Trunk_Cemetery,List of cemeteries in Maine
Q106597457,"Hill Cemetery (Yarmouth, Maine)",Maine,https://en.wikipedia.org/wiki/Hill_Cemetery_(Yarmouth%2C_Maine),List of cemeteries in Maine
Q108857242,"Riverside Cemetery (Yarmouth, Maine)",Maine,https://en.wikipedia.org/wiki/Riverside_Cemetery_(Yarmouth%2C_Maine),List of cemeteries in Maine
Q110903700,Rendezvous Point Burying Ground,Maine,https://en.wikipedia.org/wiki/Rendezvous_Point_Burying_Ground,List of cemeteries in Maine
Q111170415,Old Baptist Cemetery,Maine,https://en.wikipedia.org/wiki/Old_Baptist_Cemetery,List of cemeteries in Maine
Q111165345,"Pioneer Cemetery (Yarmouth, Maine)",Maine,https://en.wikipedia.org/wiki/Pioneer_Cemetery_(Yarmouth%2C_Maine),List of cemeteries in Maine
Q111165683,Ledge Cemetery,Maine,https://en.wikipedia.org/wiki/Ledge_Cemetery,List of cemeteries in Maine
Q113158710,Randall Cemetery,Maine,https://en.wikipedia.org/wiki/Randall_Cemetery,List of cemeteries in Maine
Q113677862,"Old Settlers Cemetery (South Portland, Maine)",Maine,https://en.wikipedia.org/wiki/Old_Settlers_Cemetery_(South_Portland%2C_Maine),List of cemeteries in Maine
Q111183901,Ledgelawn Cemetery,Maine,https://en.wikipedia.org/wiki/Ledgelawn_Cemetery,List of cemeteries in Maine
Q129795,Westminster Hall and Burying Ground,Maryland,https://en.wikipedia.org/wiki/Westminster_Hall_and_Burying_Ground,List of cemeteries in Maryland
Q7084889,Old Saint Paul's Cemetery,Maryland,https://en.wikipedia.org/wiki/Old_Saint_Paul's_Cemetery,List of cemeteries in Maryland
Q7355643,Rockville Cemetery (Maryland),Maryland,https://en.wikipedia.org/wiki/Rockville_Cemetery_(Maryland),List of cemeteries in Maryland
Q5313294,Dulaney Valley Memorial Gardens,Maryland,https://en.wikipedia.org/wiki/Dulaney_Valley_Memorial_Gardens,List of cemeteries in Maryland
Q7890788,United States Naval Academy Cemetery,Maryland,https://en.wikipedia.org/wiki/United_States_Naval_Academy_Cemetery,List of cemeteries in Maryland
Q6922566,"Mount Olivet Cemetery (Frederick, Maryland)",Maryland,https://en.wikipedia.org/wiki/Mount_Olivet_Cemetery_(Frederick%2C_Maryland),List of cemeteries in Maryland
Q4767971,Annapolis National Cemetery,Maryland,https://en.wikipedia.org/wiki/Annapolis_National_Cemetery,List of cemeteries in Maryland
Q4852895,Baltimore National Cemetery,Maryland,https://en.wikipedia.org/wiki/Baltimore_National_Cemetery,List of cemeteries in Maryland
Q6685997,Loudon Park National Cemetery,Maryland,https://en.wikipedia.org/wiki/Loudon_Park_National_Cemetery,List of cemeteries in Maryland
Q5308988,Druid Ridge Cemetery,Maryland,https://en.wikipedia.org/wiki/Druid_Ridge_Cemetery,List of cemeteries in Maryland
Q7367021,Rosa Bonheur Memorial Park,Maryland,https://en.wikipedia.org/wiki/Rosa_Bonheur_Memorial_Park,List of cemeteries in Maryland
Q14692241,Mount Olivet Cemetery (Baltimore),Maryland,https://en.wikipedia.org/wiki/Mount_Olivet_Cemetery_(Baltimore),List of cemeteries in Maryland
Q14691895,"Cedar Hill Cemetery (Suitland, Maryland)",Maryland,https://en.wikipedia.org/wiki/Cedar_Hill_Cemetery_(Suitland%2C_Maryland),List of cemeteries in Maryland
Q6685996,Loudon Park Cemetery,Maryland,https://en.wikipedia.org/wiki/Loudon_Park_Cemetery,List of cemeteries in Maryland
Q6985515,Neck Meetinghouse and Yard,Maryland,https://en.wikipedia.org/wiki/Neck_Meetinghouse_and_Yard,List of cemeteries in Maryland
Q8509201,Mount Auburn Cemetery (Baltimore),Maryland|African American cemeteries,https://en.wikipedia.org/wiki/Mount_Auburn_Cemetery_(Baltimore),List of cemeteries in Maryland|List of African American cemeteries
Q5504157,Friends Burial Ground (Baltimore),Maryland,https://en.wikipedia.org/wiki/Friends_Burial_Ground_(Baltimore),List of cemeteries in Maryland
Q5518494,Galestown Cemetery,Maryland,https://en.wikipedia.org/wiki/Galestown_Cemetery,List of cemeteries in Maryland
Q6681669,Lorraine Park Cemetery,Maryland,https://en.wikipedia.org/wiki/Lorraine_Park_Cemetery,List of cemeteries in Maryland
Q8509187,Ivy Hill Cemetery (Maryland),Maryland,https://en.wikipedia.org/wiki/Ivy_Hill_Cemetery_(Maryland),List of cemeteries in Maryland
Q7971743,Washington Confederate Cemetery,Maryland,https://en.wikipedia.org/wiki/Washington_Confederate_Cemetery,List of cemeteries in Maryland
Q4938109,Bohemian National Cemetery (Baltimore),Maryland,https://en.wikipedia.org/wiki/Bohemian_National_Cemetery_(Baltimore),List of cemeteries in Maryland
Q7588601,"St. John's Cemetery, Frederick, Maryland",Maryland,https://en.wikipedia.org/wiki/St._John's_Cemetery%2C_Frederick%2C_Maryland,List of cemeteries in Maryland
Q6972987,National Harmony Memorial Park,Maryland,https://en.wikipedia.org/wiki/National_Harmony_Memorial_Park,List of cemeteries in Maryland
Q16986326,"Gate of Heaven Cemetery (Silver Spring, Maryland)",Maryland,https://en.wikipedia.org/wiki/Gate_of_Heaven_Cemetery_(Silver_Spring%2C_Maryland),List of cemeteries in Maryland
Q21016137,Rose Hill Cemetery (Maryland),Maryland,https://en.wikipedia.org/wiki/Rose_Hill_Cemetery_(Maryland),List of cemeteries in Maryland
Q25006359,Laboring Sons Memorial Grounds,Maryland|African American cemeteries,https://en.wikipedia.org/wiki/Laboring_Sons_Memorial_Grounds,List of cemeteries in Maryland|List of African American cemeteries
Q55316456,New Cathedral Cemetery,Maryland,https://en.wikipedia.org/wiki/New_Cathedral_Cemetery,List of cemeteries in Maryland
Q56604681,Aspin Hill Memorial Park,Maryland,https://en.wikipedia.org/wiki/Aspin_Hill_Memorial_Park,List of cemeteries in Maryland
Q107376785,Watkins Slave Cemetery,Maryland|African American cemeteries,https://en.wikipedia.org/wiki/Watkins_Slave_Cemetery,List of cemeteries in Maryland|List of African American cemeteries
Q91520334,"Spring Hill Cemetery (Easton, Maryland)",Maryland,https://en.wikipedia.org/wiki/Spring_Hill_Cemetery_(Easton%2C_Maryland),List of cemeteries in Maryland
Q60500281,"Lincoln Memorial Cemetery (Suitland, Maryland)",Maryland|African American cemeteries,https://en.wikipedia.org/wiki/Lincoln_Memorial_Cemetery_(Suitland%2C_Maryland),List of cemeteries in Maryland|List of African American cemeteries
Q100708187,Angel Hill Cemetery,Maryland,https://en.wikipedia.org/wiki/Angel_Hill_Cemetery,List of cemeteries in Maryland
Q132192167,Laurel Cemetery,Maryland|African American cemeteries,https://en.wikipedia.org/wiki/Laurel_Cemetery,List of cemeteries in Maryland|List of African American cemeteries
Q6925846,"Mountview Cemetery, Billings, Montana",Montana,https://en.wikipedia.org/wiki/Mountview_Cemetery%2C_Billings%2C_Montana,List of cemeteries in Montana
Q4911941,Billings Cemetery,Montana,https://en.wikipedia.org/wiki/Billings_Cemetery,List of cemeteries in Montana
Q6879416,Missoula Cemetery,Montana,https://en.wikipedia.org/wiki/Missoula_Cemetery,List of cemeteries in Montana
Q5889116,"Home of Peace Cemetery (Helena, Montana)",Montana|Jewish cemeteries in the United States,https://en.wikipedia.org/wiki/Home_of_Peace_Cemetery_(Helena%2C_Montana),List of cemeteries in Montana|List of Jewish cemeteries in the United States
Q29641597,Benton Avenue Cemetery,Montana,https://en.wikipedia.org/wiki/Benton_Avenue_Cemetery,List of cemeteries in Montana
Q56279210,C. E. Conrad Memorial Cemetery,Montana,https://en.wikipedia.org/wiki/C._E._Conrad_Memorial_Cemetery,List of cemeteries in Montana
Q85762879,Gebo Cemetery,Montana,https://en.wikipedia.org/wiki/Gebo_Cemetery,List of cemeteries in Montana
Q85761652,Forestvale Cemetery,Montana,https://en.wikipedia.org/wiki/Forestvale_Cemetery,List of cemeteries in Montana
Q85748267,"Boothill Cemetery (Billings, Montana)",Montana,https://en.wikipedia.org/wiki/Boothill_Cemetery_(Billings%2C_Montana),List of cemeteries in Montana
Q7084628,"Old North Cemetery (Concord, New Hampshire)",New Hampshire,https://en.wikipedia.org/wiki/Old_North_Cemetery_(Concord%2C_New_Hampshire),List of cemeteries in New Hampshire
Q7589281,"St. Joseph Cemetery (Manchester, New Hampshire)",New Hampshire,https://en.wikipedia.org/wiki/St._Joseph_Cemetery_(Manchester%2C_New_Hampshire),List of cemeteries in New Hampshire
Q5093758,Chester Village Cemetery,New Hampshire,https://en.wikipedia.org/wiki/Chester_Village_Cemetery,List of cemeteries in New Hampshire
Q7084630,"Old North Cemetery (Portsmouth, New Hampshire)",New Hampshire,https://en.wikipedia.org/wiki/Old_North_Cemetery_(Portsmouth%2C_New_Hampshire),List of cemeteries in New Hampshire
Q22060817,"Pine Hill Cemetery (Dover, New Hampshire)",New Hampshire,https://en.wikipedia.org/wiki/Pine_Hill_Cemetery_(Dover%2C_New_Hampshire),List of cemeteries in New Hampshire
Q29649446,Forest Glade Cemetery,New Hampshire,https://en.wikipedia.org/wiki/Forest_Glade_Cemetery,List of cemeteries in New Hampshire
Q30623775,Cathedral of the Pines,New Hampshire,https://en.wikipedia.org/wiki/Cathedral_of_the_Pines,List of cemeteries in New Hampshire
Q60032741,Point of Graves Burial Ground,New Hampshire,https://en.wikipedia.org/wiki/Point_of_Graves_Burial_Ground,List of cemeteries in New Hampshire
Q117700158,Plains Cemetery,New Hampshire,https://en.wikipedia.org/wiki/Plains_Cemetery,List of cemeteries in New Hampshire
Q7568546,South Starksboro Friends Meeting House and Cemetery,Vermont,https://en.wikipedia.org/wiki/South_Starksboro_Friends_Meeting_House_and_Cemetery,List of cemeteries in Vermont
Q7205839,Plymouth Notch Cemetery,Vermont,https://en.wikipedia.org/wiki/Plymouth_Notch_Cemetery,List of cemeteries in Vermont
Q48801171,"Prospect Hill Cemetery (Brattleboro, Vermont)",Vermont,https://en.wikipedia.org/wiki/Prospect_Hill_Cemetery_(Brattleboro%2C_Vermont),List of cemeteries in Vermont
Q58898467,"Evergreen Cemetery (Rutland, Vermont)",Vermont,https://en.wikipedia.org/wiki/Evergreen_Cemetery_(Rutland%2C_Vermont),List of cemeteries in Vermont
Q92210326,"Green Mount Cemetery (Montpelier, Vermont)",Vermont,https://en.wikipedia.org/wiki/Green_Mount_Cemetery_(Montpelier%2C_Vermont),List of cemeteries in Vermont
Q114351071,"Greenwood Cemetery (St. Albans, Vermont)",Vermont,https://en.wikipedia.org/wiki/Greenwood_Cemetery_(St._Albans%2C_Vermont),List of cemeteries in Vermont
Q5471223,Fort Gibson National Cemetery,Oklahoma,https://en.wikipedia.org/wiki/Fort_Gibson_National_Cemetery,List of cemeteries in Oklahoma
Q5472033,Fort Sill National Cemetery,Oklahoma,https://en.wikipedia.org/wiki/Fort_Sill_National_Cemetery,List of cemeteries in Oklahoma
Q7637904,Summit View Cemetery,Oklahoma,https://en.wikipedia.org/wiki/Summit_View_Cemetery,List of cemeteries in Oklahoma
Q5378860,Enid Cemetery,Oklahoma,https://en.wikipedia.org/wiki/Enid_Cemetery,List of cemeteries in Oklahoma
Q16947692,Modoc Mission Church and Cemetery,Oklahoma,https://en.wikipedia.org/wiki/Modoc_Mission_Church_and_Cemetery,List of cemeteries in Oklahoma
Q65091321,"Rose Hill Burial Park (Oklahoma City, Oklahoma)",Oklahoma,https://en.wikipedia.org/wiki/Rose_Hill_Burial_Park_(Oklahoma_City%2C_Oklahoma),List of cemeteries in Oklahoma
Q110281343,Gower Cemetery,Oklahoma|African American cemeteries,https://en.wikipedia.org/wiki/Gower_Cemetery,List of cemeteries in Oklahoma|List of African American cemeteries
Q117555068,Oaklawn Cemetery (Tulsa),Oklahoma,https://en.wikipedia.org/wiki/Oaklawn_Cemetery_(Tulsa),List of cemeteries in Oklahoma
Q117520684,Perryman Cemetery,Oklahoma,https://en.wikipedia.org/wiki/Perryman_Cemetery,List of cemeteries in Oklahoma
Q131605891,Memorial Park Cemetery (Tulsa),Oklahoma,https://en.wikipedia.org/wiki/Memorial_Park_Cemetery_(Tulsa),List of cemeteries in Oklahoma
Q7083637,Old Chapel Hill Cemetery,North Carolina,https://en.wikipedia.org/wiki/Old_Chapel_Hill_Cemetery,List of cemeteries in North Carolina
Q8022768,Wilmington National Cemetery,North Carolina,https://en.wikipedia.org/wiki/Wilmington_National_Cemetery,List of cemeteries in North Carolina
Q7404789,Salisbury National Cemetery,North Carolina,https://en.wikipedia.org/wiki/Salisbury_National_Cemetery,List of cemeteries in North Carolina
Q7286928,Raleigh National Cemetery,North Carolina,https://en.wikipedia.org/wiki/Raleigh_National_Cemetery,List of cemeteries in North Carolina
Q7005515,New Bern National Cemetery,North Carolina,https://en.wikipedia.org/wiki/New_Bern_National_Cemetery,List of cemeteries in North Carolina
Q5773587,Historic Oakwood Cemetery,North Carolina|Jewish cemeteries in the United States,https://en.wikipedia.org/wiki/Historic_Oakwood_Cemetery,List of cemeteries in North Carolina|List of Jewish cemeteries in the United States
Q7914019,Vance Cemetery,North Carolina,https://en.wikipedia.org/wiki/Vance_Cemetery,List of cemeteries in North Carolina
Q7490154,"Sharon Memorial Park, North Carolina",North Carolina,https://en.wikipedia.org/wiki/Sharon_Memorial_Park%2C_North_Carolina,List of cemeteries in North Carolina
Q5604261,"Green Lawn Cemetery (China Grove, North Carolina)",North Carolina,https://en.wikipedia.org/wiki/Green_Lawn_Cemetery_(China_Grove%2C_North_Carolina),List of cemeteries in North Carolina
Q4879684,"Beechwood Cemetery (Durham, North Carolina)",North Carolina,https://en.wikipedia.org/wiki/Beechwood_Cemetery_(Durham%2C_North_Carolina),List of cemeteries in North Carolina
Q5383289,"Episcopal Cemetery (Elizabeth City, North Carolina)",North Carolina,https://en.wikipedia.org/wiki/Episcopal_Cemetery_(Elizabeth_City%2C_North_Carolina),List of cemeteries in North Carolina
